filepath,species,genus,family,split,ivc_score,ivc_category
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\310350214_560112921.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\310499546_560399384.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\310589962_560569987.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\310780086_560938517.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\310946718_561257557.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\311290741_561926054.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\311779991_562849316.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\313959580_567019607.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\314001126_567098545.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\314081790_567250667.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\314587632_568202242.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\315117054_569224791.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\315706787_570345933.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\316818208_572432016.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\317510417_573749675.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\317675922_574061097.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\318228753_575113021.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\319185811_576950103.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\319252253_577076089.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\319414007_577382717.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\320873962_580219818.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\320943831_580358000.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\321297194_581046067.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\321667135_581764336.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\323701140_585756965.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\323993833_586332867.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\324536248_587417298.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\324617077_587579503.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\324870307_588095251.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\325555335_589456594.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\326954911_592248867.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\327522722_593380420.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\328408065_595085058.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\329001506_596279586.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\329084642_596454441.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\330652222_599624686.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\330887600_600122375.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\331225834_600820062.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\331549900_601488697.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\333037362_604541064.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\333476796_605429724.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\333569475_605620417.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\333636743_605700315.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\334053530_606554634.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\334138709_606726977.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\334209493_606870089.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\334412754_607286889.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\335016411_608520656.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\335234192_608956031.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\335234195_608956068.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\335826184_610156606.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\336106368_610712661.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\336248157_610994433.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\336514034_611529704.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Thraupidae\Tachyphonus\Tachyphonus_coronatus\336629314_611769045.jpg,Tachyphonus coronatus,Tachyphonus,Thraupidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\104411371_174946129.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\105127689_176317052.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\109078937_183775267.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\112041691_189218870.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\113124704_191130339.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\123901096_209949295.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\127903563_217190048.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\136577514_233118860.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\136580829_233123988.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\139640840_238877311.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\142142403_243649989.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\142418160_244154694.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\146466518_251817038.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\155015992_267895952.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\159658907_275843518.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\161145232_278513792.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\165443409_286387501.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\172620612_299699148.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\173850749_301956552.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\189493743_331971503.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\189750500_332491533.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\191017856_334995561.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\197311538_347487393.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\199485891_351805537.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\200099261_352974504.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\222710831_394535974.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\227185728_402996576.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\228043982_404626181.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\241131573_429700193.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\241138240_429718338.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\241141740_429723743.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\248581063_444194487.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\259812219_466466164.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\270241327_485974931.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\280298065_503373078.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\284061919_510463855.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\291901767_525232315.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\298456544_537593598.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\307759853_555144893.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\332455278_603345022.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\336713988_611941573.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\51056160_81101730.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\51959375_82577954.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\54280533_86359703.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\67911431_109844312.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_obsoletus\98811632_164598741.jpg,Crypturellus obsoletus,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\105235121_176522559.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\107206098_180261153.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\113124695_191129585.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\131516344_223823210.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\155519184_268834673.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\159894856_276279756.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\160214423_276844390.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\177688313_308855301.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\193169477_339290804.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\193901453_340695791.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\197305110_347473780.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\199485893_351805584.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\200949203_354632941.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\222721614_394557143.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\223322505_395685472.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\227185729_402996592.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\236213348_420212629.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\240423420_428335681.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\245071640_437254480.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\247712387_442477475.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\253528359_453970832.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\255810497_458512971.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\262816573_472025153.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\264082472_474510122.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\284061046_510462378.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\291901774_525232329.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\299164225_538960448.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\302213408_544636429.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\311511619_562346906.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\321315732_581083666.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\32442650_50884143.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\332329086_603089699.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\332455272_603344985.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\335103911_608700316.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\36295266_57356880.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\5434715_6686023.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\72944605_119019471.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\75129364_122872316.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\82031907_134599399.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Crypturellus\Crypturellus_tataupa\86041751_141659526.jpg,Crypturellus tataupa,Crypturellus,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\100486300_167723823.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\101771035_170003671.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\107139235_180133747.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
